cNumber,S1,S2,S3,S4,S5
C02533,0.00075120267233157,0.0016958922663407,0.000922488780721366,0.00102375426357999,0.000847271689251751
C02537,0.00415325050774375,0.0180282444198933,0.00386405250944998,0.00377405035663644,0.00796478551194951
C02537,0.000485396604312115,0.00199034365446577,0,5.54596492824904e-05,7.4694567146431e-05
C02639,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
C02646,2.77803775785325e-05,0.00158222087431262,3.53308191559066e-05,4.01940640349014e-05,0.000196879733438564
C02657,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
C02710,0.00617804737470879,0.00726683046917952,0.00620825579581287,0.00413714112546592,0.00370545624230583
C02852,0,0.00251665436249693,5.5817051870929e-05,0.000143603090875649,0.000843809077614854
C02892,0.00639725504298042,0.0338125933660141,0.00310326803848563,0.00446471929139718,0.00513170415219713
C02934,0,0.000433012497468344,0.000465112071367356,9.67667231808176e-05,0.000958005347619397
C02942,0.000388735899314972,0.00766540827170972,0.000120277510240821,0.000139887347080689,0.000897865772329914
C02948,0.000305400817552322,0.000486032660328181,0.000612986212306033,0.00038913092515771,0.000435735351456671
C02989,0.00123653748994726,0.00157047526713827,0.00125908121318687,0.000867981124818848,0.00281510137168258
C03012,0.00100599181133163,0.00173651794248238,0.00117417833361974,0.00189194692544171,0.00117965386592666
C03027,0.000659704105343168,0.00292663670526981,0.000116485135505483,0.00014735922770615,0.00215724912099876
C03057,0.00105130023927976,0.00111557579947639,0.00105093523642004,0.000640158508507516,0.000551490760338781
C03068,0.00072684212562117,0.00141099164606593,0.000215976465901915,0.000429164433903395,0.000323853572520817
C03068,0.000622284643588526,0.00151401284320574,0.000246831489842865,0.000585634146309987,0.000554043024622773
C03080,0.00116738733244884,0.00137807738070649,0.00126943537159746,0.00108217289365705,0.00106860931501992
C03081,0.150880985350254,0.131466264069265,0.174272395196261,0.143924169772037,0.132429763541172
C03113,0.00368700676366659,0.00354265462553372,0.00455246926913281,0.00294429673672002,0.00253826127960786
C03164,0.00159361489182057,0.0013011051393818,0.00176144751977579,0.00110745590778856,0.00147465721926989
C03205,0.000659704105343168,0.00292663670526981,0.000116485135505483,0.00014735922770615,0.00215724912099876
C03207,0.000244206321860978,0.00102171957752403,7.43072482977565e-05,2.64264171453733e-05,0.00103128802184302
C03209,0.0172735408076313,0.0169296055716811,0.0239772601552974,0.0202723361682153,0.0121526848382787
C03220,0.00709256370346481,0.015860918459488,6.00280286109004e-05,0.000330935081042955,0.00134619307563105
C03240,0.000417670109874004,0.000737481619129158,1.74341316530809e-05,0.00068859443490479,0.000382267116505623
C03290,0.00454189706015381,0.00535951444454077,0.00182391161310226,0.00617440844982615,0.0113314919754896
C03428,2.44336610771983e-05,0.00058202665917879,6.28018295308633e-05,3.25407216428178e-05,3.86879589859309e-05
C03582,0.000609539808890776,0.00080506344707328,0.00102005968272969,0.000473773760061748,0.000389806842769276
C03588,3.42811866928386e-05,0.00144604635832712,4.14329916651355e-05,0.000473424526077928,0.00646027735145327
C03663,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
C03681,0.000819507824364461,0.00151487369881047,0.000198391076757335,8.25062120905272e-05,0.000214259253617224
C03690,0.107730654526796,0.150285465582562,0.146130636621727,0.111412361029945,0.0817116643510447
C03690,0.0232225829372358,0.00275978065299845,0.00950411206641975,0.000997102468445838,0.00198185975048587
C03712,0.00125110060444885,0.000887512640881981,0.000806122803188374,0.000766251134301195,0.000700572715857924
C03739,0.000305400817552322,0.000486032660328181,0.000612986212306033,0.00038913092515771,0.000435735351456671
C03747,0.000659704105343168,0.00292663670526981,0.000116485135505483,0.00014735922770615,0.00215724912099876
C03748,0.000659704105343168,0.00292663670526981,0.000116485135505483,0.00014735922770615,0.00215724912099876
C03772,0.000412928629464802,0.000752634237972614,0.000419615772595418,0.000321657569109042,0.000343730068525592
C03929,0.00319147831961852,0.00348711960252126,0.00626495377014268,0.00492806847417799,0.0072540393442688
C03929,0.00198303182582212,0.00500216060607311,0.0023179405518549,0.00198325154285826,0.00377083086592222
C03935,0.00121329101099645,0.00219648571287539,0.00403943505993622,0.0035641554097683,0.00368416245878297
C03965,0.000819507824364461,0.00151487369881047,0.000198391076757335,8.25062120905272e-05,0.000214259253617224
C03995,1.58393846431587e-06,3.26205027750449e-05,0,0.00014208879775296,2.00505186957823e-05
C04020,0.00121169613214232,0.00232207309555429,0.000462263571496713,0.00158600783767687,0.00153907875804884
C04042,0.000819507824364461,0.00151487369881047,0.000198391076757335,8.25062120905272e-05,0.000214259253617224
C04043,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
C04083,0.00581958345121499,0.00373647066251916,0.0055369639882562,0.00693597317499752,0.0022042899485409
C04084,0.000244206321860978,0.00102171957752403,7.43072482977565e-05,2.64264171453733e-05,0.00103128802184302
C04108,0.000659704105343168,0.00292663670526981,0.000116485135505483,0.00014735922770615,0.00215724912099876
C04167,0.0172735408076313,0.0169296055716811,0.0239772601552974,0.0202723361682153,0.0121526848382787
C04223,0.00075120267233157,0.0016958922663407,0.000922488780721366,0.00102375426357999,0.000847271689251751
C04277,0.0118761459468036,0.0111204240042456,0.0179322719062632,0.0247111244223334,0.00369931435379857
C04302,6.14948599700239e-05,3.57275522339785e-05,0,1.42807685229e-05,4.26096607101929e-05
C04333,0.000922172325423183,0.0165228910699412,0.000124804770122765,0.000248291370430119,0.000147236894215009
C04368,0.00454189706015381,0.00535951444454077,0.00182391161310226,0.00617440844982615,0.0113314919754896
C04379,0.000217907497881598,0.00226296730737427,3.95860547368925e-05,0.000131168840979549,0.00220945015094257
C04420,0.000922172325423183,0.0165228910699412,0.000124804770122765,0.000248291370430119,0.000147236894215009
C04554,0.000797131353038599,0.00952151424459783,4.65028860668206e-05,2.35318358774069e-05,0
C04660,7.74783097184746e-05,0,2.91107731001635e-05,0,0
C04685,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
C04685,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
C04685,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
C04686,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
C04686,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
C04686,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
C04709,7.74783097184746e-05,0,2.91107731001635e-05,0,0
C04717,2.38283774569968e-05,0.000617201087215837,0.00142890841929766,0.000143058474639044,0.000300512927260949
C04742,0.000155642581753553,0.000666284699764683,3.84582572977279e-05,0.000197485199975828,0.000314118084576014
C04805,0.000155642581753553,0.000666284699764683,3.84582572977279e-05,0.000197485199975828,0.000314118084576014
C04822,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
C04822,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
C04822,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
C04849,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
C04849,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
C04849,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
C04867,0.000216967483120499,0.000728829586886727,0,5.04003948185804e-06,0.000123330600315165
C05028,0.00819394632319014,0.0289338001399626,0.000586913197962913,0.00126418150723587,0.00144925694519073
C05028,0.00219978066998116,0.00631642130229158,0.00115917693747576,0.000559582518909914,0.00129178606004177
C05139,0.000106581311634429,0.000243316422705533,0.000788396755190925,0.00012760033554417,0.000274093393907498
C05139,0.000160335111663919,0.00242101810974252,5.92078994761395e-05,0.000101392367033303,0.000184229559643597
C05141,0.00121329101099645,0.00219648571287539,0.00403943505993622,0.0035641554097683,0.00368416245878297
C05161,0.000840511461487451,0.0017250769198983,0.00120101932200936,0.000770903738068351,0.000603921480607018
C05198,0.000428343609319942,0.00279719146227484,0.00066555252437988,0.000228952806167504,0.000144546279435638
C05291,0.000106581311634429,0.000243316422705533,0.000788396755190925,0.00012760033554417,0.000274093393907498
C05291,0.000160335111663919,0.00242101810974252,5.92078994761395e-05,0.000101392367033303,0.000184229559643597
C05294,0.000106581311634429,0.000243316422705533,0.000788396755190925,0.00012760033554417,0.000274093393907498
C05294,0.000160335111663919,0.00242101810974252,5.92078994761395e-05,0.000101392367033303,0.000184229559643597
C05301,0.00121329101099645,0.00219648571287539,0.00403943505993622,0.0035641554097683,0.00368416245878297
C05356,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
C05356,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
C05356,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
C05401,0.000261865069497766,0.000786889031610716,0.000131437875101716,0.000119962456725033,0.000466126999948664
C05469,3.42811866928386e-05,0.00144604635832712,4.14329916651355e-05,0.000473424526077928,0.00646027735145327
C05473,3.42811866928386e-05,0.00144604635832712,4.14329916651355e-05,0.000473424526077928,0.00646027735145327
C05475,0.000422694253812299,0.0101080426108082,0.00085588808205225,0.00155707930822869,0.00139438034344322
C05476,0.000358263933888643,0.00217773133216226,0.00456374892773331,0.000456456666250857,0.00022720337177524
C05477,0.000388735899314972,0.00766540827170972,0.000120277510240821,0.000139887347080689,0.000897865772329914
C05478,0.000422694253812299,0.0101080426108082,0.00085588808205225,0.00155707930822869,0.00139438034344322
C05479,0.000819507824364461,0.00151487369881047,0.000198391076757335,8.25062120905272e-05,0.000214259253617224
C05483,0.000358263933888643,0.00217773133216226,0.00456374892773331,0.000456456666250857,0.00022720337177524
C05487,0.000422694253812299,0.0101080426108082,0.00085588808205225,0.00155707930822869,0.00139438034344322
C05488,0.000388735899314972,0.00766540827170972,0.000120277510240821,0.000139887347080689,0.000897865772329914
C05490,0,0.000797552272946646,0,0,3.75058772114013e-05
C05490,3.99088512599858e-05,0.000412177970870012,4.07860337456433e-05,0.000287308531696505,0.00216877082539555
C05497,0.000388735899314972,0.00766540827170972,0.000120277510240821,0.000139887347080689,0.000897865772329914
C05498,0.000659704105343168,0.00292663670526981,0.000116485135505483,0.00014735922770615,0.00215724912099876
C05581,0.00116738733244884,0.00137807738070649,0.00126943537159746,0.00108217289365705,0.00106860931501992
C05593,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
C05607,0.00116738733244884,0.00137807738070649,0.00126943537159746,0.00108217289365705,0.00106860931501992
C05629,2.77803775785325e-05,0.00158222087431262,3.53308191559066e-05,4.01940640349014e-05,0.000196879733438564
C05647,0.000135084479814291,0.000475541060191167,2.20555957032934e-05,0.000109419175075462,0.00063864080723928
C05790,0.00110099276524033,0.00190828920413467,0,0,7.56152134794591e-05
C05852,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
C05939,3.91728568378937e-05,1.61336440099303e-05,0,0,0
C05965,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
C05965,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
C05965,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
C05966,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
C05966,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
C05966,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
C06089,5.98554198919371e-05,0.000427981047766596,5.98864706789381e-05,0.000205338715179871,0.000338020393390241
C06121,0,0.00214656730435173,0.00291158131190159,0.000292096370644174,0.00586172976365996
C06183,0.0144451950013799,0.0186313401155627,0.0174260544021878,0.0139496277737401,0.0133989322642385
C06217,0.0124194524893428,0.0622551270091279,0.00675185565425085,0.00382375144328522,0.00230703572681463
C06217,0.0123936450295313,0.0626694229203606,0.00679669151811309,0.00387631051114494,0.00230866352407565
C06360,0.000207755911699829,0.000973204306361489,0.000100123113233757,4.82117835862297e-05,0.000862554276037201
C06391,0.000388735899314972,0.00766540827170972,0.000120277510240821,0.000139887347080689,0.000897865772329914
C06392,0.00016480331606199,0.00191870997742792,1.76078464606066e-05,4.09204530124097e-05,0.000968832013239169
C06418,0.00586513557058042,0.00743078867097896,0.00334553267006446,0.00530297751633663,0.0523181327198085
C06420,0.00454189706015381,0.00535951444454077,0.00182391161310226,0.00617440844982615,0.0113314919754896
C06423,0.00180946209595184,0.00200100291877132,0.00231352642704592,0.00173895816253211,0.00154313584211856
C06495,8.92473312316302e-05,0.00108375894167078,0.000124380612281008,0.000303692299833149,0.000469920931050554
C06497,8.2404596359894e-05,0.00024724157070254,0,0,0
C06521,0.0144451950013799,0.0186313401155627,0.0174260544021878,0.0139496277737401,0.0133989322642385
C06526,0.00143677026917733,0.00166812367084046,0.00095952487546956,0.000900689840652224,0.00110090778677826
C06527,0.00143677026917733,0.00166812367084046,0.00095952487546956,0.000900689840652224,0.00110090778677826
C06546,3.28488794426157e-05,0.000295643069246639,0.000560796885071526,8.09336583154744e-05,0.000139347071069248
C06593,0.00558257142816192,0.00571548443643828,0.00602730677206955,0.00264504793938036,0.00344066019287863
C06667,0.000380587054879739,0.00106425124735524,0,0,0
C06719,0.000766959458923119,0.00124302168068531,0.00134560998791945,0.000784888542903996,0.000900090291987617
C06761,0.000766959458923119,0.00124302168068531,0.00134560998791945,0.000784888542903996,0.000900090291987617
C06771,0.00419285388990933,0.0117424670093954,0.00371788219847591,0.00915163919401261,0.00368744952788673
C06852,0,3.99799987888658e-05,0.000239708071013158,0.00038757630897144,0.00100583955397225
C06955,0.000640140098186356,0.00108521863218781,0.00136985478445614,0.000278238042308776,0.000344360756435936
C06972,0.00016480331606199,0.00191870997742792,1.76078464606066e-05,4.09204530124097e-05,0.000968832013239169
C07056,3.28488794426157e-05,0.000295643069246639,0.000560796885071526,8.09336583154744e-05,0.000139347071069248
C07120,0.00345861165736474,0.0195595259988893,0.000127667320819013,0.000292472127802945,0.000819011348442471
C07120,0.00374397494911347,0.0386771351748424,0.000287423865814021,0.00072502950045993,0.00124997343435643
C07144,3.28488794426157e-05,0.000295643069246639,0.000560796885071526,8.09336583154744e-05,0.000139347071069248
C07185,0.00180946209595184,0.00200100291877132,0.00231352642704592,0.00173895816253211,0.00154313584211856
C07202,0.000748068678582602,0.0012852901712054,3.76256021131133e-05,4.50353666652912e-05,8.96634278825085e-05
C07254,0.00162363755132521,0.0207276102800993,0.00105731118644172,0.0044449255151024,0.00626466741939827
C07264,0.000352332107667013,0.000687342701820722,0.000841882669566304,0.000542825402627906,0.00065378929813303
C07338,2.38283774569968e-05,0.000617201087215837,0.00142890841929766,0.000143058474639044,0.000300512927260949
C07346,0,0.000718615387287097,5.06164147258541e-06,8.21039739067372e-06,9.09609379792816e-06
C07354,2.38283774569968e-05,0.000617201087215837,0.00142890841929766,0.000143058474639044,0.000300512927260949
C07355,0.0474320819805834,0.0560084113848216,0.054148954255155,0.0416031550092013,0.0374433065346238
C07360,2.73352919634516e-05,0.00238782707117936,1.03045352346736e-05,2.59883518717959e-06,0.000524059240366946
C07469,0.00091426860004589,0,0.000335715292712032,2.53484325217024e-05,1.04513060766682e-05
C07469,0.000489651835509764,0.00090081011706631,0.00110086362465201,0.000769719288010961,0.000660468715225155
C07499,0.00106004740398477,0.00172863149358745,0.000466614539070022,0.00149366468457269,0.00389201746428294
C07513,3.28488794426157e-05,0.000295643069246639,0.000560796885071526,8.09336583154744e-05,0.000139347071069248
C07527,0.000229452614822426,0.000310094878717,0.000319957870073724,0.000169275748213268,0.000356296398971604
C07527,0.00272239823677929,0.00405435791650597,0.00247859526476555,0.00242191629777332,0.00102863696427838
C07527,0.0314542264393111,0.0452364484755049,0.0178314887599914,0.0404356550992537,0.0867077876691914
C07544,0.000455638170371478,0.000631733961826157,0.000614593438462956,0.000509074350611723,0.000490779035817161
C07577,0.0509849095625764,0.0492998814901122,0.0626840820535296,0.0383805505318924,0.0424100869017984
C07578,0.00016480331606199,0.00191870997742792,1.76078464606066e-05,4.09204530124097e-05,0.000968832013239169
C07591,0.00257402098250343,0.00273945663510752,0.00388439503753075,0.00223583256077014,0.00277425054459146
C07591,0.00913461478921185,0.0157217340080222,0.00830194255174807,0.00705506052895338,0.00297215306557776
C07594,0.000217907497881598,0.00226296730737427,3.95860547368925e-05,0.000131168840979549,0.00220945015094257
C07708,0,0.00251665436249693,5.5817051870929e-05,0.000143603090875649,0.000843809077614854
C07719,0.00100599181133163,0.00173651794248238,0.00117417833361974,0.00189194692544171,0.00117965386592666
C07726,0.00100599181133163,0.00173651794248238,0.00117417833361974,0.00189194692544171,0.00117965386592666
C07818,0.000310730561271117,0.000488229654244933,0,7.46474206364628e-05,0
C07839,0.00591993256110926,0.0077076151078284,0.00395011177445806,0.0105623940914982,0.0274805209421008
C07866,0.0043927959421399,0.00557567191911947,0.00458154159125444,0.00315266630999272,0.0034564789547736
C07875,0.0509849095625764,0.0492998814901122,0.0626840820535296,0.0383805505318924,0.0424100869017984
C07904,0.0023984508484733,0.0025353326000278,0.0024355585100666,0.0016042414214262,0.0015708718770597
C07915,1.02203230650285e-05,0.0033526838552319,0.00016047418971561,7.10534071251069e-05,0.000164311605436553
C08027,0.000310730561271117,0.000488229654244933,0,7.46474206364628e-05,0
